location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2023-03-07 12:00:00 +0100;Tuesday;1694;2;snow;
Ludgeristraße, Münster;2023-03-07 13:00:00 +0100;Tuesday;1700;3;snow;
Ludgeristraße, Münster;2023-03-07 14:00:00 +0100;Tuesday;1856;3;snow;
Ludgeristraße, Münster;2023-03-07 15:00:00 +0100;Tuesday;1691;3;rain;
Ludgeristraße, Münster;2023-03-07 16:00:00 +0100;Tuesday;1600;2;snow;
Ludgeristraße, Münster;2023-03-07 17:00:00 +0100;Tuesday;1677;3;rain;
Ludgeristraße, Münster;2023-03-07 18:00:00 +0100;Tuesday;1205;3;rain;
Ludgeristraße, Münster;2023-03-07 19:00:00 +0100;Tuesday;628;3;rain;
Ludgeristraße, Münster;2023-03-07 20:00:00 +0100;Tuesday;163;2;rain;
Ludgeristraße, Münster;2023-03-07 21:00:00 +0100;Tuesday;128;2;rain;
Ludgeristraße, Münster;2023-03-07 22:00:00 +0100;Tuesday;109;2;rain;
Ludgeristraße, Münster;2023-03-07 23:00:00 +0100;Tuesday;35;2;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 00:00:00 +0100;Wednesday;13;1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 01:00:00 +0100;Wednesday;4;1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 02:00:00 +0100;Wednesday;0;1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 03:00:00 +0100;Wednesday;6;1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 04:00:00 +0100;Wednesday;6;1;cloudy;
Ludgeristraße, Münster;2023-03-08 05:00:00 +0100;Wednesday;15;0;cloudy;
Ludgeristraße, Münster;2023-03-08 06:00:00 +0100;Wednesday;70;0;cloudy;
Ludgeristraße, Münster;2023-03-08 07:00:00 +0100;Wednesday;284;0;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-08 08:00:00 +0100;Wednesday;408;0;cloudy;
Ludgeristraße, Münster;2023-03-08 09:00:00 +0100;Wednesday;710;0;cloudy;
Ludgeristraße, Münster;2023-03-08 10:00:00 +0100;Wednesday;1099;0;snow;
Ludgeristraße, Münster;2023-03-08 11:00:00 +0100;Wednesday;1589;0;snow;
Ludgeristraße, Münster;2023-03-08 12:00:00 +0100;Wednesday;1802;1;snow;
Ludgeristraße, Münster;2023-03-08 13:00:00 +0100;Wednesday;1997;1;snow;
Ludgeristraße, Münster;2023-03-08 14:00:00 +0100;Wednesday;1966;2;snow;
Ludgeristraße, Münster;2023-03-08 15:00:00 +0100;Wednesday;1980;2;snow;
Ludgeristraße, Münster;2023-03-08 16:00:00 +0100;Wednesday;2010;2;snow;
Ludgeristraße, Münster;2023-03-08 17:00:00 +0100;Wednesday;1868;2;snow;
Ludgeristraße, Münster;2023-03-08 18:00:00 +0100;Wednesday;1360;2;rain;
Ludgeristraße, Münster;2023-03-08 19:00:00 +0100;Wednesday;640;1;rain;
Ludgeristraße, Münster;2023-03-08 20:00:00 +0100;Wednesday;194;1;rain;
Ludgeristraße, Münster;2023-03-08 21:00:00 +0100;Wednesday;151;1;rain;
Ludgeristraße, Münster;2023-03-08 22:00:00 +0100;Wednesday;111;1;rain;
Ludgeristraße, Münster;2023-03-08 23:00:00 +0100;Wednesday;57;1;cloudy;
Ludgeristraße, Münster;2023-03-09 00:00:00 +0100;Thursday;37;1;rain;
Ludgeristraße, Münster;2023-03-09 01:00:00 +0100;Thursday;34;1;rain;
Ludgeristraße, Münster;2023-03-09 02:00:00 +0100;Thursday;11;1;rain;
Ludgeristraße, Münster;2023-03-09 03:00:00 +0100;Thursday;24;1;rain;
Ludgeristraße, Münster;2023-03-09 04:00:00 +0100;Thursday;21;1;rain;
Ludgeristraße, Münster;2023-03-09 05:00:00 +0100;Thursday;21;1;fog;
Ludgeristraße, Münster;2023-03-09 06:00:00 +0100;Thursday;74;1;fog;
Ludgeristraße, Münster;2023-03-09 07:00:00 +0100;Thursday;254;0;cloudy;
Ludgeristraße, Münster;2023-03-09 08:00:00 +0100;Thursday;378;0;cloudy;
Ludgeristraße, Münster;2023-03-09 09:00:00 +0100;Thursday;503;1;cloudy;
Ludgeristraße, Münster;2023-03-09 10:00:00 +0100;Thursday;1007;2;cloudy;
Ludgeristraße, Münster;2023-03-09 11:00:00 +0100;Thursday;1456;2;cloudy;
Ludgeristraße, Münster;2023-03-09 12:00:00 +0100;Thursday;2048;2;cloudy;
Ludgeristraße, Münster;2023-03-09 13:00:00 +0100;Thursday;2033;3;cloudy;
Ludgeristraße, Münster;2023-03-09 14:00:00 +0100;Thursday;1536;4;cloudy;
Ludgeristraße, Münster;2023-03-09 15:00:00 +0100;Thursday;1457;3;rain;
Ludgeristraße, Münster;2023-03-09 16:00:00 +0100;Thursday;1477;3;rain;
Ludgeristraße, Münster;2023-03-09 17:00:00 +0100;Thursday;1293;3;rain;
Ludgeristraße, Münster;2023-03-09 18:00:00 +0100;Thursday;1007;3;rain;
Ludgeristraße, Münster;2023-03-09 19:00:00 +0100;Thursday;628;3;rain;
Ludgeristraße, Münster;2023-03-09 20:00:00 +0100;Thursday;172;3;rain;
Ludgeristraße, Münster;2023-03-09 21:00:00 +0100;Thursday;97;2;rain;
Ludgeristraße, Münster;2023-03-09 22:00:00 +0100;Thursday;51;3;rain;
Ludgeristraße, Münster;2023-03-09 23:00:00 +0100;Thursday;38;3;rain;
Ludgeristraße, Münster;2023-03-10 00:00:00 +0100;Friday;14;5;rain;
Ludgeristraße, Münster;2023-03-10 01:00:00 +0100;Friday;4;6;rain;
Ludgeristraße, Münster;2023-03-10 02:00:00 +0100;Friday;14;6;rain;
Ludgeristraße, Münster;2023-03-10 03:00:00 +0100;Friday;11;7;rain;
Ludgeristraße, Münster;2023-03-10 04:00:00 +0100;Friday;10;7;rain;
Ludgeristraße, Münster;2023-03-10 05:00:00 +0100;Friday;17;7;rain;
Ludgeristraße, Münster;2023-03-10 06:00:00 +0100;Friday;59;6;rain;
Ludgeristraße, Münster;2023-03-10 07:00:00 +0100;Friday;222;5;rain;
Ludgeristraße, Münster;2023-03-10 08:00:00 +0100;Friday;324;5;rain;
Ludgeristraße, Münster;2023-03-10 09:00:00 +0100;Friday;525;5;rain;
Ludgeristraße, Münster;2023-03-10 10:00:00 +0100;Friday;1076;4;rain;
Ludgeristraße, Münster;2023-03-10 11:00:00 +0100;Friday;1443;6;rain;
Ludgeristraße, Münster;2023-03-10 12:00:00 +0100;Friday;1741;7;rain;
Ludgeristraße, Münster;2023-03-10 13:00:00 +0100;Friday;2057;7;rain;
Ludgeristraße, Münster;2023-03-10 14:00:00 +0100;Friday;1851;8;rain;
Ludgeristraße, Münster;2023-03-10 15:00:00 +0100;Friday;1855;8;rain;
Ludgeristraße, Münster;2023-03-10 16:00:00 +0100;Friday;1563;6;rain;
Ludgeristraße, Münster;2023-03-10 17:00:00 +0100;Friday;1358;6;rain;
Ludgeristraße, Münster;2023-03-10 18:00:00 +0100;Friday;984;4;rain;
Ludgeristraße, Münster;2023-03-10 19:00:00 +0100;Friday;571;2;rain;
Ludgeristraße, Münster;2023-03-10 20:00:00 +0100;Friday;208;2;rain;
Ludgeristraße, Münster;2023-03-10 21:00:00 +0100;Friday;139;2;rain;
Ludgeristraße, Münster;2023-03-10 22:00:00 +0100;Friday;156;2;rain;
Ludgeristraße, Münster;2023-03-10 23:00:00 +0100;Friday;71;2;rain;
Ludgeristraße, Münster;2023-03-11 00:00:00 +0100;Saturday;64;2;rain;
Ludgeristraße, Münster;2023-03-11 01:00:00 +0100;Saturday;62;2;rain;
Ludgeristraße, Münster;2023-03-11 02:00:00 +0100;Saturday;47;2;rain;
Ludgeristraße, Münster;2023-03-11 03:00:00 +0100;Saturday;39;1;cloudy;
Ludgeristraße, Münster;2023-03-11 04:00:00 +0100;Saturday;10;0;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-11 05:00:00 +0100;Saturday;35;-1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-11 06:00:00 +0100;Saturday;34;-2;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-11 07:00:00 +0100;Saturday;84;0;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 08:00:00 +0100;Saturday;209;0;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 09:00:00 +0100;Saturday;770;0;clear-day;
