id,name,city,population,state,statistics_today_count,statistics_timerange_count,metadata_measured_from,metadata_measured_to,metadata_earliest_measurement_at,metadata_latest_measurement_at,metadata_ltr_label,metadata_rtl_label,metadata_zones,metadata_weather_condition,metadata_temperature,metadata_min_temperature,measurements,incidents,permissions,geojson_type,geojson_coordinates
100,Rothenburg,Münster,315293,Nordrhein-Westfalen,0,0,2023-09-21T00:00:00,2023-09-22T00:59:59.000+00:00,2018-11-20T15:30:00.000+01:00,2023-09-20T03:03:28.571+02:00,Prinzipalmarkt,Aegidiimarkt,[],None,None,None,[{'timestamp': '2023-09-21T00:00:00.000+02:00', 'weather_condition': None, 'temperature': None, 'min_temperature': None, 'pedestrians_count': 0, 'unverified': False, 'details': {'ltr_pedestrians_count': 0, 'rtl_pedestrians_count': 0, 'adult_pedestrians_count': 0, 'child_pedestrians_count': 0, 'adult_ltr_pedestrians_count': 0, 'adult_rtl_pedestrians_count': 0, 'child_ltr_pedestrians_count': 0, 'child_rtl_pedestrians_count': 0, 'zones': None}}, {'timestamp': '2023-09-22T00:00:00.000+02:00', 'weather_condition': 'rain', 'temperature': 18.0, 'min_temperature': 12.5, 'pedestrians_count': 0, 'unverified': True, 'details': {'ltr_pedestrians_count': 0, 'rtl_pedestrians_count': 0, 'adult_pedestrians_count': 0, 'child_pedestrians_count': 0, 'adult_ltr_pedestrians_count': 0, 'adult_rtl_pedestrians_count': 0, 'child_ltr_pedestrians_count': 0, 'child_rtl_pedestrians_count': 0, 'zones': None}}],[],['view_details'],Polygon,[[[7.627287805080413, '51.961175849483475'], [7.627148757386495, 51.96109240733531], [7.626709984495444, 51.96086982594153], [7.626276536518117, 51.96069729873679], [7.626094222068786, '51.960675059018016'], [7.62625515460968, 51.96052961387405], [7.626395814585589, 51.96061423008268], [7.627096573231978, 51.96095715452668], [7.627387313521438, 51.96110731709377], [7.627287805080413, '51.961175849483475']]]
