location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Alter Fischmarkt, Münster;2021-01-10 08:00:00 +0100;Sunday;14;0;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-10 09:00:00 +0100;Sunday;27;0;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 10:00:00 +0100;Sunday;36;0;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 11:00:00 +0100;Sunday;77;0;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 12:00:00 +0100;Sunday;71;1;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 13:00:00 +0100;Sunday;143;2;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 14:00:00 +0100;Sunday;185;3;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 15:00:00 +0100;Sunday;230;3;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-10 16:00:00 +0100;Sunday;194;2;clear-day;
Alter Fischmarkt, Münster;2021-01-10 17:00:00 +0100;Sunday;165;1;clear-night;
Alter Fischmarkt, Münster;2021-01-10 18:00:00 +0100;Sunday;60;1;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-10 19:00:00 +0100;Sunday;46;0;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-10 20:00:00 +0100;Sunday;38;0;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-10 21:00:00 +0100;Sunday;16;0;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-10 22:00:00 +0100;Sunday;16;1;cloudy;
Alter Fischmarkt, Münster;2021-01-10 23:00:00 +0100;Sunday;9;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 00:00:00 +0100;Monday;4;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 01:00:00 +0100;Monday;0;2;cloudy;
Alter Fischmarkt, Münster;2021-01-11 02:00:00 +0100;Monday;1;2;cloudy;
Alter Fischmarkt, Münster;2021-01-11 03:00:00 +0100;Monday;0;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 04:00:00 +0100;Monday;3;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 05:00:00 +0100;Monday;11;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 06:00:00 +0100;Monday;31;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 07:00:00 +0100;Monday;102;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 08:00:00 +0100;Monday;142;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 09:00:00 +0100;Monday;162;0;cloudy;
Alter Fischmarkt, Münster;2021-01-11 10:00:00 +0100;Monday;221;0;cloudy;
Alter Fischmarkt, Münster;2021-01-11 11:00:00 +0100;Monday;257;0;cloudy;
Alter Fischmarkt, Münster;2021-01-11 12:00:00 +0100;Monday;234;0;cloudy;
Alter Fischmarkt, Münster;2021-01-11 13:00:00 +0100;Monday;240;0;cloudy;
Alter Fischmarkt, Münster;2021-01-11 14:00:00 +0100;Monday;192;1;cloudy;
Alter Fischmarkt, Münster;2021-01-11 15:00:00 +0100;Monday;230;2;cloudy;
Alter Fischmarkt, Münster;2021-01-11 16:00:00 +0100;Monday;288;2;cloudy;
Alter Fischmarkt, Münster;2021-01-11 17:00:00 +0100;Monday;224;3;cloudy;
Alter Fischmarkt, Münster;2021-01-11 18:00:00 +0100;Monday;111;3;cloudy;
Alter Fischmarkt, Münster;2021-01-11 19:00:00 +0100;Monday;69;4;cloudy;
Alter Fischmarkt, Münster;2021-01-11 20:00:00 +0100;Monday;42;4;cloudy;
Alter Fischmarkt, Münster;2021-01-11 21:00:00 +0100;Monday;26;4;cloudy;
Alter Fischmarkt, Münster;2021-01-11 22:00:00 +0100;Monday;8;4;cloudy;
Alter Fischmarkt, Münster;2021-01-11 23:00:00 +0100;Monday;3;4;rain;
Alter Fischmarkt, Münster;2021-01-12 00:00:00 +0100;Tuesday;6;5;rain;
Alter Fischmarkt, Münster;2021-01-12 01:00:00 +0100;Tuesday;4;5;rain;
Alter Fischmarkt, Münster;2021-01-12 02:00:00 +0100;Tuesday;0;5;rain;
Alter Fischmarkt, Münster;2021-01-12 03:00:00 +0100;Tuesday;1;5;rain;
Alter Fischmarkt, Münster;2021-01-12 04:00:00 +0100;Tuesday;1;6;rain;
Alter Fischmarkt, Münster;2021-01-12 05:00:00 +0100;Tuesday;12;6;rain;
Alter Fischmarkt, Münster;2021-01-12 06:00:00 +0100;Tuesday;26;6;rain;
Alter Fischmarkt, Münster;2021-01-12 07:00:00 +0100;Tuesday;68;6;rain;
Alter Fischmarkt, Münster;2021-01-12 08:00:00 +0100;Tuesday;140;6;rain;
Alter Fischmarkt, Münster;2021-01-12 09:00:00 +0100;Tuesday;124;6;rain;
Alter Fischmarkt, Münster;2021-01-12 10:00:00 +0100;Tuesday;198;6;rain;
Alter Fischmarkt, Münster;2021-01-12 11:00:00 +0100;Tuesday;183;5;rain;
Alter Fischmarkt, Münster;2021-01-12 12:00:00 +0100;Tuesday;203;5;rain;
Alter Fischmarkt, Münster;2021-01-12 13:00:00 +0100;Tuesday;211;5;rain;
Alter Fischmarkt, Münster;2021-01-12 14:00:00 +0100;Tuesday;238;4;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-12 15:00:00 +0100;Tuesday;298;4;partly-cloudy-day;
Alter Fischmarkt, Münster;2021-01-12 16:00:00 +0100;Tuesday;305;4;clear-day;
Alter Fischmarkt, Münster;2021-01-12 17:00:00 +0100;Tuesday;237;4;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-12 18:00:00 +0100;Tuesday;136;4;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-12 19:00:00 +0100;Tuesday;60;3;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-12 20:00:00 +0100;Tuesday;38;3;clear-night;
Alter Fischmarkt, Münster;2021-01-12 21:00:00 +0100;Tuesday;36;2;clear-night;
Alter Fischmarkt, Münster;2021-01-12 22:00:00 +0100;Tuesday;15;2;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-12 23:00:00 +0100;Tuesday;9;2;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-13 00:00:00 +0100;Wednesday;7;2;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-13 01:00:00 +0100;Wednesday;0;2;partly-cloudy-night;
Alter Fischmarkt, Münster;2021-01-13 02:00:00 +0100;Wednesday;0;1;clear-night;
Alter Fischmarkt, Münster;2021-01-13 03:00:00 +0100;Wednesday;0;1;clear-night;
