location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2019-01-07 03:00:00 +0100;Monday;9;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 04:00:00 +0100;Monday;6;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 05:00:00 +0100;Monday;40;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 06:00:00 +0100;Monday;111;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 07:00:00 +0100;Monday;345;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 08:00:00 +0100;Monday;374;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-07 09:00:00 +0100;Monday;750;4;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 10:00:00 +0100;Monday;1353;4;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 11:00:00 +0100;Monday;1710;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 12:00:00 +0100;Monday;2319;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 13:00:00 +0100;Monday;2520;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 14:00:00 +0100;Monday;2137;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 15:00:00 +0100;Monday;2086;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 16:00:00 +0100;Monday;2129;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-07 17:00:00 +0100;Monday;2205;6;rain;
Ludgeristraße, Münster;2019-01-07 18:00:00 +0100;Monday;1508;7;rain;
Ludgeristraße, Münster;2019-01-07 19:00:00 +0100;Monday;822;7;rain;
Ludgeristraße, Münster;2019-01-07 20:00:00 +0100;Monday;202;7;rain;
Ludgeristraße, Münster;2019-01-07 21:00:00 +0100;Monday;94;7;rain;
Ludgeristraße, Münster;2019-01-07 22:00:00 +0100;Monday;58;7;rain;
Ludgeristraße, Münster;2019-01-07 23:00:00 +0100;Monday;28;8;rain;
Ludgeristraße, Münster;2019-01-08 00:00:00 +0100;Tuesday;19;8;rain;
Ludgeristraße, Münster;2019-01-08 01:00:00 +0100;Tuesday;2;7;rain;
Ludgeristraße, Münster;2019-01-08 02:00:00 +0100;Tuesday;4;7;rain;
Ludgeristraße, Münster;2019-01-08 03:00:00 +0100;Tuesday;27;7;rain;
Ludgeristraße, Münster;2019-01-08 04:00:00 +0100;Tuesday;9;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 05:00:00 +0100;Tuesday;37;6;rain;
Ludgeristraße, Münster;2019-01-08 06:00:00 +0100;Tuesday;59;7;rain;
Ludgeristraße, Münster;2019-01-08 07:00:00 +0100;Tuesday;406;6;rain;
Ludgeristraße, Münster;2019-01-08 08:00:00 +0100;Tuesday;617;6;rain;
Ludgeristraße, Münster;2019-01-08 09:00:00 +0100;Tuesday;633;7;rain;
Ludgeristraße, Münster;2019-01-08 10:00:00 +0100;Tuesday;1161;6;rain;
Ludgeristraße, Münster;2019-01-08 11:00:00 +0100;Tuesday;1756;7;rain;
Ludgeristraße, Münster;2019-01-08 12:00:00 +0100;Tuesday;2050;7;rain;
Ludgeristraße, Münster;2019-01-08 13:00:00 +0100;Tuesday;2185;7;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-08 14:00:00 +0100;Tuesday;1805;7;rain;
Ludgeristraße, Münster;2019-01-08 15:00:00 +0100;Tuesday;1915;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-08 16:00:00 +0100;Tuesday;2126;6;partly-cloudy-day;
